Artist,Listeners,Playcount,URL,Biography,Tags,TopTracks,SimilarArtists
ayra starr,301964,5620991,https://www.last.fm/music/Ayra+Starr,"Ayra Starr is Nigerian singer and songwriter Oyinkansola Sarah Aderibigbe (born in Cotonou, Benin, on 14 June 2002). In early 2021, Starr achieved mainstream recognition with her eponymous debut extended play and its hit track ""Away"", which spent two consecutive weeks at number four on Nigeria's TurnTable Top 50 chart and peaked at number 17 on the US Billboard Top Triller Global chart, paving the way for the release of her 2021 debut full-length album, ""19 & Dangerous"".   <a href=""https://www.last.fm/music/Ayra+Starr"">Read more on Last.fm</a>","[""benin"", ""rnb"", ""afrobeats"", ""soul"", ""nigeria""]","[{""name"": ""Rush"", ""album"": ""Rush"", ""duration_s"": 185, ""tags"": [], ""wiki"": ""In “Rush,” Ayra Starr discusses a range of themes, most notably gloating about her money, the necessity to grind every day to preserve her status, and the need to avoid bad energy from her opponents while doing so, a theme that is similar to that of “Bloody Samaritan.”\n\nAyra originally teased the song on her social media with a brief video of her totally boasting in front of the camera while she also announced the track’s release date. The song is her first release following the publication of her first studio album <a href=\""http://www.last.fm/music/Ayra+Starr/_/Rush\"">Read more on Last.fm</a>.""}, {""name"": ""Commas"", ""album"": ""Commas"", ""duration_s"": 157, ""tags"": [], ""wiki"": """"}, {""name"": ""Last Heartbreak Song (feat. Giveon)"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Bloody Samaritan"", ""album"": ""19 & Dangerous"", ""duration_s"": 187, ""tags"": [], ""wiki"": """"}, {""name"": ""Sability"", ""album"": ""Sability"", ""duration_s"": 166, ""tags"": [], ""wiki"": """"}]","[""Fireboy DML"", ""Tems"", ""Victony"", ""Asake"", ""Rema""]"
raye,1331440,38522019,https://www.last.fm/music/RAYE,"Hailing from South London, more specifically Croydon, RAYE (real name - Rachel Keen) is a British singer-songwriter. Aside from writing hits for other artists, RAYE has bounced between R&B, pop and dance music in regards to her own discography. Her debut album and one of her first independent releases ""'My 21st Century Blues'', was released on February 3 2023.

RAYE’s debut EP 'Welcome To The Winter' was released in 2014 and was comprised of predominantly R&B sounds. <a href=""https://www.last.fm/music/RAYE"">Read more on Last.fm</a>","[""pop"", ""rnb"", ""british"", ""female vocalists"", ""my top songs""]","[{""name"": ""Escapism."", ""album"": ""Escapism. (Sped Up)"", ""duration_s"": 272, ""tags"": [""trip hop"", ""alternative rnb"", ""rap"", ""rnb"", ""UK hip hop""], ""wiki"": ""“Escapism.“ is a song by British singer-songwriter Raye featuring American rapper 070 Shake. It was released independently on October 12, 2022 as a single with “The Thrill Is Gone“ from Raye's debut studio album My 21st Century Blues. It was co-written by Raye, 070 Shake and Mike Sabath, with Sabath also producing the song.\n \n“Escapism.“ is predominantly a hip-hop track combining elements of blues, rap and trap musical genres. The singer expressed \""it is a story about running away from everything as fast as you can. <a href=\""http://www.last.fm/music/RAYE/_/Escapism.\"">Read more on Last.fm</a>.""}, {""name"": ""Oscar Winning Tears."", ""album"": ""My 21st Century Blues"", ""duration_s"": 183, ""tags"": [""jazz"", ""blues"", ""pop"", ""rnb"", ""UK hip hop""], ""wiki"": ""”Oscar Winning Tears.” is the second track on RAYE’s debut album, My 21st Century Blues. The track finds RAYE in a fight with her significant other, and her lover starts crying, just like all the times before. RAYE says that she will just sit and watch. <a href=\""http://www.last.fm/music/RAYE/_/Oscar+Winning+Tears.\"">Read more on Last.fm</a>.""}, {""name"": ""Escapism. - Sped Up"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Worth It."", ""album"": ""My 21st Century Blues"", ""duration_s"": 246, ""tags"": [""pop"", ""rnb"", ""contemporary rnb"", ""happy"", ""pop soul""], ""wiki"": """"}, {""name"": ""Flip a Switch."", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": ""“Flip A Switch.” is track 9 on RAYE’s long awaited debut album, My 21st Century Blues, released on February 3, 2023. The demo version was leaked and it was along singer Normani.\n\nThe track was teased on an TikTok Live. <a href=\""http://www.last.fm/music/RAYE/_/Flip+a+Switch.\"">Read more on Last.fm</a>.""}]","[""RAYE & 070 Shake"", ""RAYE, 070 Shake"", ""Mabel"", ""Leigh-Anne"", ""Tinashe""]"
onerepublic,4111918,127488285,https://www.last.fm/music/OneRepublic,"OneRepublic - an American pop-rock band formed in Colorado Springs, Colorado, in 2002. The lineup currently consists of Ryan Tedder (lead vocals, piano), Zach Filkins (lead guitar, viola), Drew Brown (rhythm guitar), Brent Kutzle (bass, cello), Eddie Fisher (drums), and Brian Willett (keyboards, violin).

The band achieved its first commercial success on Myspace as an unsigned act. In late 2002, after OneRepublic played shows throughout the Los Angeles area <a href=""https://www.last.fm/music/OneRepublic"">Read more on Last.fm</a>","[""pop rock"", ""rock"", ""alternative"", ""alternative rock"", ""indie""]","[{""name"": ""Counting Stars"", ""album"": ""Native"", ""duration_s"": 256, ""tags"": [""pop rock"", ""rock"", ""pop"", ""love at first listen"", ""KICK""], ""wiki"": ""\""Counting Stars\"" is a song by American pop rock band OneRepublic from their third studio album, Native. The song was written by lead singer Ryan Tedder, and produced by Tedder and Noel Zancanella. Musically, it is a pop and folk song. It was released as the album's third single on June 14, 2013 in Austria, Germany, and Switzerland.\n\nThe song has been one of the band's most successful singles. It has currently peaked at number three on the Billboard Hot 100 <a href=\""http://www.last.fm/music/OneRepublic/_/Counting+Stars\"">Read more on Last.fm</a>.""}, {""name"": ""Apologize"", ""album"": ""Weekend @ home"", ""duration_s"": 205, ""tags"": [""alternative"", ""rock"", ""alternative rock"", ""pop"", ""piano rock""], ""wiki"": "" \""Apologize,\"" written by Ryan Tedder, was originally released on the band's debut album Dreaming Out Loud. This song went 3 times platinum (3mil copies in the US, 5 mil in the world!).   This song held the #1 spot in America for 5 months (being played 10,331 spins in one week!!!), before being replaced by Leona Lewis' Bleeding Love.  There are a lot of different views on the meaning of this song, so it is up to you to decide how you want to take it.\n <a href=\""http://www.last.fm/music/OneRepublic/_/Apologize\"">Read more on Last.fm</a>.""}, {""name"": ""Secrets"", ""album"": ""Waking Up"", ""duration_s"": 225, ""tags"": [""alternative rock"", ""rock"", ""pop"", ""OneRepublic"", ""alternative""], ""wiki"": ""\""Secrets\"" is the second single released from OneRepublic's second studio album Waking Up. It was released as the first single in Germany and Austria instead of \""All The Right Moves\"" that was released in all countries except for the two. Secrets was the first single there because it is the soundtrack for Til Schweiger's new film Zweiohrküken, that is the sequel to the film Keinohrhasen, for which \""Apologize\"" was the film soundtrack. The song rocketed <a href=\""http://www.last.fm/music/OneRepublic/_/Secrets\"">Read more on Last.fm</a>.""}, {""name"": ""I Ain't Worried"", ""album"": ""Top Gun: Maverick: Music From the Motion Picture"", ""duration_s"": 148, ""tags"": [""pop"", ""pop rock"", ""dance"", ""electronic"", ""indie pop""], ""wiki"": ""\""I Ain't Worried\"" is a song by American pop rock band OneRepublic, released on May 13, 2022, through Mosley Music Group and Interscope Records. It is the second and final single to the soundtrack for the film Top Gun: Maverick (2022). The song was written and produced by Ryan Tedder, Brent Kutzle, and Tyler Spry, with also production from Simon Oscroft and John Nathaniel. The song also contains elements of Peter Bjorn and John's hit single \""Young Folks\"" and features backing vocals from Tedder's son, Copeland. <a href=\""http://www.last.fm/music/OneRepublic/_/I+Ain%27t+Worried\"">Read more on Last.fm</a>.""}, {""name"": ""Good Life"", ""album"": ""Waking Up"", ""duration_s"": 253, ""tags"": [], ""wiki"": ""The song was released on November 19, 2010 as the album's third single in the United States, and as its overall fourth single. Its popularity was increased by its use in various films, television series and advertisements.\n\nCritical reception of \""Good Life\"" was generally positive. The band recorded various radio versions of this song for different cities and states. The line changed in the lyrics is \""my friends in [city/state] they don't know, where I've been.\"" <a href=\""http://www.last.fm/music/OneRepublic/_/Good+Life\"">Read more on Last.fm</a>.""}]","[""Imagine Dragons"", ""The Script"", ""Maroon 5"", ""American Authors"", ""Train""]"
ekkstacy,811393,16721059,https://www.last.fm/music/EKKSTACY,"EKKSTACY is Canadian singer-songwriter Khyree Zienty (born 2002) from Vancouver, BC. He describes his current sound as a fuse of indie, post punk, and synth wave. 

Ekkstacy began creating music during high school, taking influence from film, and artists including Elliott Smith, The Drums, Bon Iver, and Bedroom. His music primarily involved youtube beats, in which he sang over. He released his debut EP Negative in November 2021, with the single ""I Walk This Earth All by Myself"" becoming what is considered to be his most popular song. <a href=""https://www.last.fm/music/EKKSTACY"">Read more on Last.fm</a>","[""emo"", ""indie"", ""post-punk"", ""indie rock"", ""alternative""]","[{""name"": ""I walk this earth all by myself"", ""album"": ""Negative"", ""duration_s"": 145, ""tags"": [""emo"", ""cloud rap"", ""nu-disco"", ""psychedelic"", ""zoomercore""], ""wiki"": """"}, {""name"": ""then i met her"", ""album"": ""Negative"", ""duration_s"": 138, ""tags"": [], ""wiki"": """"}, {""name"": ""it only gets worse, i promise"", ""album"": ""it only gets worse, i promise"", ""duration_s"": 154, ""tags"": [], ""wiki"": """"}, {""name"": ""uncomparable"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""im so happy"", ""album"": ""misery"", ""duration_s"": 139, ""tags"": [], ""wiki"": """"}]","[""thornskin"", ""Yot Club"", ""SUMMER ALONE"", ""kurffew"", ""Mind’s Eye""]"
yoasobi,786862,47210090,https://www.last.fm/music/YOASOBI,"YOASOBI (stylized in all caps) is a Japanese music duo composed of vocaloid music producer Ayase and vocalist Ikura (幾田りら/Lilas Ikuta). The group has released four music videos, all of which are based on short stories posted on Monogatary, a website operated by Sony Music Japan, later also from various novels and book tie-ups.

The name ""YOASOBI"" originates from the Japanese word 夜遊び, meaning ""nightlife"". Ayase, who is a producer of <a href=""https://www.last.fm/music/YOASOBI"">Read more on Last.fm</a>","[""j-pop"", ""japanese"", ""japan"", ""pop"", ""pop rock""]","[{""name"": ""夜に駆ける"", ""album"": ""夜に駆ける"", ""duration_s"": 261, ""tags"": [""j-pop"", ""pop"", ""yakousei"", ""rock"", ""japanese""], ""wiki"": ""Known simply as “Yoru Ni Kakeru” in Japan, “Racing into the Night” is the break-out, debut single by J-Pop duo YOASOBI.\n\nThe song topped the Billboard Hot 100 charts in Japan starting the week of June 1 and maintained its spot for two additional weeks. The song also had some backing from Japanese TikTok personalities.\n\nThe song, which is a recount of a short story entitled \""The Seduction of Thanatos\"", is notorious for the dissonance between its lyrical themes and melodies. <a href=\""http://www.last.fm/music/YOASOBI/_/%E5%A4%9C%E3%81%AB%E9%A7%86%E3%81%91%E3%82%8B\"">Read more on Last.fm</a>.""}, {""name"": ""アイドル"", ""album"": ""アイドル"", ""duration_s"": 217, ""tags"": [""j-pop"", ""japanese"", ""anime"", ""idol"", ""vocal""], ""wiki"": ""“アイドル (Idol)” is a song written by Japanese duo YOASOBI as the opening for the anime 推しの子 (Oshi no Ko). Although driven by a “bright and poppy” sound, this song describes the troubles and harsh rules an idol faces in the Japan entertainment industry, and the issues between idealistic expectations of an idol compared to their flawed reality.\n\nThe song's lyrics are derived from a story titled 45510, which is a short piece that relates to the Oshi no Ko manga, and is written by the same author. <a href=\""http://www.last.fm/music/YOASOBI/_/%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB\"">Read more on Last.fm</a>.""}, {""name"": ""怪物"", ""album"": ""怪物/優しい彗星"", ""duration_s"": 206, ""tags"": [""anime"", ""j-pop"", ""japanese"", ""WEEB"", ""vocal""], ""wiki"": """"}, {""name"": ""群青"", ""album"": ""群青"", ""duration_s"": 248, ""tags"": [], ""wiki"": """"}, {""name"": ""たぶん"", ""album"": ""たぶん - Single"", ""duration_s"": 256, ""tags"": [], ""wiki"": ""Tabun (たぶん, \""Probably\"")  is the fourth overall single from Yoasobi as well as the fourth from The Book EP. Unlike the singles prior, which emphasized Yoasobi's unique upbeat style combined with bittersweet lyrics, Tabun embraces the more mellow side of the band and distinctly lacks the band's notable bombastic choruses and climaxes, instead favoring a floaty, soft production combined with simple, mellow funky rhythm sections, supporting a restrained performance from Ikura. <a href=\""http://www.last.fm/music/YOASOBI/_/%E3%81%9F%E3%81%B6%E3%82%93\"">Read more on Last.fm</a>.""}]","[""ayase"", ""Ryokuoushoku Shakai"", ""Lilas Ikuta"", ""ZUTOMAYO"", ""Ado""]"
fujii kaze,710746,24857774,https://www.last.fm/music/Fujii+Kaze,"Fujii Kaze (藤井風) is a Japanese musician and singer-songwriter under Universal Sigma. Fujii Kaze was born in 1997 in Satosho in Okayama, Japan, and is one of four brothers. As a child, he listened to all kinds of music such as jazz, classical music, pop, and enka. Starting at 12 years old, Kaze uploaded various piano and vocal cover videos on his personal Youtube channel, amassing more than 30 million views.  During his high school years, he suspended uploading to focus on his musical studies; he returned to Youtube after he graduated. <a href=""https://www.last.fm/music/Fujii+Kaze"">Read more on Last.fm</a>","[""j-pop"", ""japanese"", ""jazz"", ""pop"", ""synth""]","[{""name"": ""Shinunoga E-Wa"", ""album"": ""HELP EVER HURT NEVER"", ""duration_s"": 185, ""tags"": [""sddslittleyuta"", ""japanese"", ""j-pop"", ""Love"", ""non-english""], ""wiki"": ""“死ぬのがいいわ (Shinunoga E-wa)“ is an exquisitely interesting and unique song via a combination of Showa (old Japanese era) style lyrics /melody and the modern trap-style beat. The song has been arguably the singer-songwriter’s most successful track on his personal record so far in 2022.\n\nIn mid 2022, “Shinunoga E-wa” off Fujii Kaze’s album Help Ever Hurt Never caught the world by surprise. This two-year-old song first started <a href=\""http://www.last.fm/music/Fujii+Kaze/_/Shinunoga+E-Wa\"">Read more on Last.fm</a>.""}, {""name"": ""Matsuri"", ""album"": ""J-Pop 輕旅行"", ""duration_s"": 225, ""tags"": [], ""wiki"": """"}, {""name"": ""きらり"", ""album"": ""Kirari Remixes (Asia Edition)"", ""duration_s"": 231, ""tags"": [], ""wiki"": """"}, {""name"": ""死ぬのがいいわ"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""damn"", ""album"": ""LOVE ALL SERVE ALL"", ""duration_s"": 259, ""tags"": [], ""wiki"": """"}]","[""Vaundy"", ""Official HIGE DANdism"", ""imase"", ""Gen Hoshino"", ""DurdN""]"
loona,1069368,106876066,https://www.last.fm/music/Loona,"There are at least 3 artists named Loona:

1) LOONA, sometimes stylized as LOOΠΔ (Hangul: 이달의 소녀; lit. Girl of the Month) IS a 12 membered South Korean girl group formerly under BlockBerryCreative, a subsidiary of Polaris Entertainment. The group is currently on an indefinite hiatus as a result of all 12 members winning their contract termination lawsuits, and all (aside from Yves and Chuu who are pursuing a solo career) have spread across four different companies at the time of writing this. <a href=""https://www.last.fm/music/Loona"">Read more on Last.fm</a>","[""pop"", ""dance"", ""k-pop"", ""latin"", ""female vocalists""]","[{""name"": ""Heart Attack (츄)"", ""album"": ""Girl Of The Month"", ""duration_s"": 195, ""tags"": [""cute"", ""k-pop"", ""Korean"", ""synth-pop"", ""Kpop""], ""wiki"": ""\""Heart Attack\"" is the tenth single album from South Korean girl group Loona's pre-debut project. It was released on December 28, 2017, by Blockberry Creative. It officially introduces member Chuu, who also recorded \""Girl's Talk\"", a duet with previous member Yves.\nChuu's music video for her song \""Heart Attack\"" released in 2017 gained praise by fans of K-pop for its depiction of a seemingly lesbian relationship between Chuu herself and fellow Loona member Yves which is a rare case in the K-pop industry <a href=\""http://www.last.fm/music/Loona/_/Heart+Attack+(%EC%B8%84)\"">Read more on Last.fm</a>.""}, {""name"": ""Hi High"", ""album"": ""[+ +] - EP"", ""duration_s"": 196, ""tags"": [""k-pop"", ""2018"", ""synthpop"", ""Korean"", ""dance-pop""], ""wiki"": ""The titled track ‘Hi High’ is a song in the genre of Hi Energy, emitting positive energy that the gathering of the twelve members create. The desire to play hard-to-get is portrayed in the lyrics through the characters of each member.  The high BPM like a high-speed sprint along with melodies pouring down, and splendid track arrangements forces the listeners to hold their breath and focus on the music. <a href=\""http://www.last.fm/music/Loona/_/Hi+High\"">Read more on Last.fm</a>.""}, {""name"": ""PTT (Paint the Town)"", ""album"": ""PTT (Paint The Town)"", ""duration_s"": 254, ""tags"": [], ""wiki"": ""\""PTT (Paint the Town)\"" is a song recorded by the South Korean girl group Loona. It was released on June 28, 2021, through Blockberry Creative and Universal Music Japan.\nWritten by Ryan S. Jhun, Sabzevari, Kordnejad and Youha, \""PTT (Paint the Town)\"" is a Bollywood-inspired dance and hip hop track with strong fast-paced percussion, sampled exotic vocals, aggressive dubstep sound and 808 bass. <a href=\""http://www.last.fm/music/Loona/_/PTT+(Paint+the+Town)\"">Read more on Last.fm</a>.""}, {""name"": ""Butterfly"", ""album"": ""[× ×]"", ""duration_s"": 255, ""tags"": [], ""wiki"": ""The title track ‘Butterfly’ contains LOOΠΔ’s irreplaceable unique concepts. Mixing softness with dynamics, the track takes LOOΠΔ to another level with new beats and drops never heard in K-pop before, along with electronic sounds and melody.\n\nShot in Iceland, Paris, and Hong Kong, the teasers of [X X] started on first of January to unravel the stories behind the universe of LOOΠΔ. Under the slogan of ‘For All LOOΠΔs Around the World,’ it spread worldwide, to all LOOΠΔs of the world. <a href=\""http://www.last.fm/music/Loona/_/Butterfly\"">Read more on Last.fm</a>.""}, {""name"": ""Why Not?"", ""album"": ""[12:00]"", ""duration_s"": 205, ""tags"": [], ""wiki"": ""The titled track ‘Why Not?’ is an uptempo electronic pop song, with a story of pursuing freedom and individualistic self. The funky and bubbly bass line reminiscent of the Midnight Festival is impressive. The key change in the song, which started with a charismatic introduction, from the chorus to the witty major, resembles LOOΠΔ who is about to change <a href=\""http://www.last.fm/music/Loona/_/Why+Not%3F\"">Read more on Last.fm</a>.""}]","[""LOONA/yyxy"", ""LOOΠΔ 1/3"", ""Loossemble"", ""HeeJin"", ""ODD EYE CIRCLE (ARTMS)""]"
selena gomez,2952363,189035464,https://www.last.fm/music/Selena+Gomez,"Selena Marie Gomez (born July 22, 1992 in Grand Prairie, TX) is an American singer, actress and film producer. Gomez began her acting career on the children's television series Barney & Friends (2002–2004). As a teenager, she rose to prominence for starring as Alex Russo on the Disney Channel television series Wizards of Waverly Place (2007–2012). Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009) <a href=""https://www.last.fm/music/Selena+Gomez"">Read more on Last.fm</a>","[""pop"", ""female vocalists"", ""Disney"", ""pop rock"", ""dance""]","[{""name"": ""Come & Get It"", ""album"": ""Stars Dance"", ""duration_s"": 231, ""tags"": [""pop"", ""dance"", ""2013"", ""female vocalists"", ""Selena Gomez""], ""wiki"": ""\""Come & Get It\"" is the debut solo single recorded by American singer Selena Gomez for her debut solo studio album \""Stars Dance\"". It was released on April 7, 2013, through Hollywood Records as the lead single from the album. It serves as her first official release outside of her former band, Selena Gomez & the Scene. The song was written by Norwegian production team Stargate, consisting of Mikkel S. Eriksen and Tor Erik Hermansen, along with Ester Dean. <a href=\""http://www.last.fm/music/Selena+Gomez/_/Come+&+Get+It\"">Read more on Last.fm</a>.""}, {""name"": ""Lose You to Love Me"", ""album"": ""Massive Hits"", ""duration_s"": 206, ""tags"": [""pop"", ""Rare"", ""Selena Gomez"", ""2019"", ""Ballad""], ""wiki"": ""\""Lose You to Love Me\"" is about realizing that a romantic relationship had to end in order for her to realize her self-worth and find love within herself. The song highlights the healing process that follows a tough breakup, and reflects on all the red flags that were ignored during the relationship. It conveys the idea that sometimes we need to lose the one we love in order to truly love ourselves. Gomez emphasizes the need to accept that her love was not properly reciprocated and coming to terms with the fact that she needs to move on. <a href=\""http://www.last.fm/music/Selena+Gomez/_/Lose+You+to+Love+Me\"">Read more on Last.fm</a>.""}, {""name"": ""Good for You"", ""album"": ""Good for You"", ""duration_s"": 221, ""tags"": [""pop"", ""rnb"", ""urban"", ""Selena Gomez"", ""sexy""], ""wiki"": ""\""Good for You\"" is about showing appreciation for a significant other's love and being proud to be in a relationship. The lyrics emphasize the narrator's desire to look good for their partner and to show them how much they love them. It focuses on wanting to do something special for them and go to any length to be attractive to them. The song encourages people to be confident and comfortable in their own skin, and to not be afraid to show how much they care for the ones they love. <a href=\""http://www.last.fm/music/Selena+Gomez/_/Good+for+You\"">Read more on Last.fm</a>.""}, {""name"": ""Same Old Love"", ""album"": ""Revival (Deluxe)"", ""duration_s"": 229, ""tags"": [""Same Old Love"", ""pop"", ""Boneriffic"", ""female"", ""Miscellaneous""], ""wiki"": ""\""Same Old Love\"" is a song recorded by American singer Selena Gomez, who included it on and released it from her second studio album Revival (2015). The song was written and composed by Charli XCX, Ross Golan, and its producers Stargate and Benny Blanco. The song was released as the second single from Revival on September 10, 2015. It was initially composed by XCX with Stargate and later recorded by Gomez without the former in the studio at the time. <a href=\""http://www.last.fm/music/Selena+Gomez/_/Same+Old+Love\"">Read more on Last.fm</a>.""}, {""name"": ""Hands to Myself"", ""album"": ""Revival (Deluxe)"", ""duration_s"": 200, ""tags"": [""pop"", ""sexy"", ""thursday"", ""smell of female"", ""jib""], ""wiki"": ""\""Hands to Myself\"" explores the complexities of desire, self-control and the struggle to resist temptation. Through its alluring instrumentation and thought-provoking lyrics, the song invites listeners to reflect on the intoxicating power of desire and question the societal expectations of self-restraint. <a href=\""http://www.last.fm/music/Selena+Gomez/_/Hands+to+Myself\"">Read more on Last.fm</a>.""}]","[""Selena Gomez & the Scene"", ""Miley Cyrus"", ""Camila Cabello"", ""Bridgit Mendler"", ""Demi Lovato""]"
chase atlantic,1652974,167363319,https://www.last.fm/music/Chase+Atlantic,"Chase Atlantic (occasionally stylized as CHASE ATLANTIC) are an Australian R&B band and production trio from Cairns, Queensland, formed in 2014. The group consists of three members: Christian Anthony, Clinton Cave and Mitchel Cave. Chase Atlantic has released seven EP's and three albums.

According to the band, their style is ""conjured up dark alternative pop punctuated by rock and R&B."" Throughout their four years of making music, their music style has changed from an alternative pop sound to a more alternative R&B sound. <a href=""https://www.last.fm/music/Chase+Atlantic"">Read more on Last.fm</a>","[""rnb"", ""rock"", ""alternative"", ""indie"", ""australian""]","[{""name"": ""Swim"", ""album"": ""Chase Atlantic"", ""duration_s"": 228, ""tags"": [""alternative"", ""guilty pleasure"", ""alternative rnb"", ""saw live"", ""fuckboy music""], ""wiki"": """"}, {""name"": ""Friends"", ""album"": ""Nostalgia - EP"", ""duration_s"": 230, ""tags"": [""saw live"", ""my top songs"", ""Tried to kms to this"", ""jewel is hot"", ""tell me we werent just friends""], ""wiki"": ""‘Friends’ is the fifth song from Chase Atlantic’s Nostalgia EP, released February 21st, 2015.\n\nIt is said to be about a relationship Mitchel has had in the past with someone who was manipulated a lot by her friends, and possibly had her opinion on Mitchel changed by one of her friends.\n\nOthers say it is based on yet again another relationship where the girl is controlled by her friend’s wild habits, but state that it is about a Friends With Benefits situation <a href=\""http://www.last.fm/music/Chase+Atlantic/_/Friends\"">Read more on Last.fm</a>.""}, {""name"": ""Into It"", ""album"": ""Part One"", ""duration_s"": 196, ""tags"": [""indie"", ""alternative"", ""australian"", ""saxophone"", ""loved""], ""wiki"": ""Following the release of Dalliancé and Nostalgia within a short nine-month period over 2014 to 2015, Chase Atlantic have watched as their popularity, exposure and fame escalated to new heights.\n\nObvious benefits arise from this new platform. The consequences, however, are often missed. “Into It” addresses both the good and the bad that comes with success – a refreshing juxtaposition.\n\nThe crux is that, although taxing, at the current moment <a href=\""http://www.last.fm/music/Chase+Atlantic/_/Into+It\"">Read more on Last.fm</a>.""}, {""name"": ""Slow Down"", ""album"": ""Paradise"", ""duration_s"": 212, ""tags"": [""My Music Library"", ""my top songs"", ""vladaclaims"", ""lestappencore""], ""wiki"": """"}, {""name"": ""Consume (feat. Goon Des Garcons)"", ""album"": ""Chase Atlantic"", ""duration_s"": 267, ""tags"": [""peak"", ""rnb"", ""my top songs"", ""10-10"", ""chase atlantic""], ""wiki"": """"}]","[""Dutch Melrose"", ""The Neighbourhood"", ""Riley"", ""Aaryan Shah"", ""keshi""]"
frou frou,1916872,34359304,https://www.last.fm/music/Frou+Frou,"Frou Frou are an electronic music duo formed in England with two members: Imogen Heap and Guy Sigsworth, active from 2002 to 2003. The duo reformed in 2018 and released a live recording of ""Guitar Song"" on April 19, 2019. 

Frou Frou created an impressive brand of vocal-driven, electronic pop. After the British duo had been collaborating for years without a record deal, the group's debut, Details, was completed for American release on MCA Records in 2002. <a href=""https://www.last.fm/music/Frou+Frou"">Read more on Last.fm</a>","[""electronic"", ""female vocalists"", ""indie"", ""alternative"", ""electronica""]","[{""name"": ""Let Go"", ""album"": ""Details"", ""duration_s"": 251, ""tags"": [], ""wiki"": ""This composition was featured on the \""Garden State\"" movie soundtrack which received Grammy award in 2005 for Best Compilation Soundtrack Album for a Motion Picture, Television or Other Visual Media. <a href=\""http://www.last.fm/music/Frou+Frou/_/Let+Go\"">Read more on Last.fm</a>.""}, {""name"": ""A New Kind Of Love - Demo"", ""album"": ""A New Kind of Love (demo)"", ""duration_s"": 260, ""tags"": [""indietronica"", ""bass"", ""2022"", ""female vocalists"", ""UK Garage""], ""wiki"": """"}, {""name"": ""Breathe In"", ""album"": ""Details"", ""duration_s"": 276, ""tags"": [], ""wiki"": ""This song is the first single released from the album Details (2002), product of the collaboration between Imogen Heap and Guy Sigsworth.\nIt describes a toxic relationship, comparing its destructiveness to drug addiction. <a href=\""http://www.last.fm/music/Frou+Frou/_/Breathe+In\"">Read more on Last.fm</a>.""}, {""name"": ""Must Be Dreaming"", ""album"": ""Details"", ""duration_s"": 241, ""tags"": [], ""wiki"": """"}, {""name"": ""Hear Me Out"", ""album"": ""Details"", ""duration_s"": 259, ""tags"": [], ""wiki"": """"}]","[""Imogen Heap"", ""Kate Havnevik"", ""Chairlift"", ""Ivy"", ""Esthero""]"
lojay,116062,1225817,https://www.last.fm/music/LoJay,"Lekan Osifeso Jr, is a multi talented, dynamic Nigerian singer-songwriter and performing artist who has cemented himself as an afro-fusion sensation since his debut in 2016. 

Gangster Romantic is an introduction to the turbulent world of Lojay, marked by passionate affairs, in-depth reflection, acute fears, and romanticism. Lojay redefines himself on the 7– track follow-up to the well-received joint EP “LV N ATTN” with renowned producer Sarz. <a href=""https://www.last.fm/music/LoJay"">Read more on Last.fm</a>","[""nigeria"", ""african"", ""male vocalist"", ""afrobeats"", ""amapiano""]","[{""name"": ""Monalisa"", ""album"": ""LV N ATTN"", ""duration_s"": 213, ""tags"": [], ""wiki"": """"}, {""name"": ""LV N ATTN feat. Wizkid"", ""album"": ""LV N ATTN"", ""duration_s"": 213, ""tags"": [], ""wiki"": """"}, {""name"": ""MOTO"", ""album"": ""GANGSTER ROMANTIC"", ""duration_s"": 165, ""tags"": [], ""wiki"": """"}, {""name"": ""Tonongo"", ""album"": ""Tonongo - Single"", ""duration_s"": 149, ""tags"": [], ""wiki"": """"}, {""name"": ""Mwah!"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}]","[""Victony"", ""Omah Lay"", ""Adekunle GOLD"", ""Sarz"", ""Odumodublvck""]"
